BOROUGH,NEIGHBORHOOD,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,SALE_PRICE
4,BAYSIDE,0,0,0,-,-,1950,240000
1,HARLEM-CENTRAL,0,0,0,-,-,1930,240000
2,RIVERDALE,0,0,0,-,-,1961,240000
5,CASTLETON CORNERS,2,0,2,4320,1216,1925,240000
5,WILLOWBROOK,1,0,1,-,-,1991,239400
5,SILVER LAKE,1,0,1,-,-,1937,239000
4,GLEN OAKS,0,0,0,-,-,1948,238500
3,BRIGHTON BEACH,0,0,0,-,-,1963,237000
1,UPPER WEST SIDE (59-79),0,0,0,-,-,-,235631
3,GRAVESEND,0,0,0,-,-,1967,235000
3,OCEAN PARKWAY-SOUTH,0,0,0,-,-,1957,235000
5,ROSEBANK,1,0,1,5850,1420,1901,235000
5,ARDEN HEIGHTS,1,0,1,640,980,1990,235000
3,OLD MILL BASIN,0,0,0,-,-,1955,235000
5,ROSEBANK,1,0,1,-,-,1985,234000
5,GRANT CITY,1,0,1,-,-,1988,233220
5,PORT IVORY,1,0,1,-,-,1988,232500
5,MARINERS HARBOR,1,0,1,2700,1040,1915,232000
5,BULLS HEAD,1,0,1,-,-,1983,231000
4,ELMHURST,0,0,0,-,-,1959,230000
2,SOUNDVIEW,1,0,1,-,-,1988,230000
5,PORT RICHMOND,2,0,2,2575,1728,1905,230000
4,OAKLAND GARDENS,0,0,0,-,-,1952,230000
4,BAYSIDE,0,0,0,-,-,1950,230000
5,NEW SPRINGVILLE,1,0,1,-,-,1990,230000
2,FORDHAM,1,1,2,2903,4224,1910,230000
2,RIVERDALE,0,0,0,-,-,1960,230000
4,GLEN OAKS,0,0,0,-,-,1972,230000
4,RICHMOND HILL,2,0,2,2790,1767,1920,230000
5,GREAT KILLS,1,0,1,-,-,1972,230000
5,NEW SPRINGVILLE,1,0,1,-,-,1979,229100
5,ARDEN HEIGHTS,1,0,1,353,929,2004,227500
4,ELMHURST,0,0,0,-,-,1953,226000
4,DOUGLASTON,0,0,0,-,-,1963,226000
5,GRANT CITY,1,0,1,-,-,1988,225000
4,SPRINGFIELD GARDENS,1,0,1,3150,1332,1930,225000
4,FOREST HILLS,0,0,0,-,-,1932,225000
5,GRANT CITY,1,0,1,-,-,1986,225000
3,GRAVESEND,0,1,1,499600,139557,2013,225000
4,ARVERNE,2,0,2,4000,2941,1920,223000
4,FLUSHING-NORTH,0,0,0,-,-,1950,223000
1,HARLEM-WEST,0,0,0,-,-,1905,223000
4,FLUSHING-SOUTH,0,0,0,-,-,1940,222311
4,RICHMOND HILL,1,0,1,2500,1326,1920,221000
2,WAKEFIELD,22,0,22,5000,16200,1928,220000
2,BEDFORD PARK/NORWOOD,0,0,0,-,-,1963,220000
3,EAST NEW YORK,1,0,1,2469,1371,1930,220000
4,CAMBRIA HEIGHTS,1,0,1,2000,800,1945,220000
4,DOUGLASTON,0,0,0,-,-,1963,220000
3,SHEEPSHEAD BAY,0,0,0,-,-,1961,220000
4,ELMHURST,0,0,0,-,-,1962,220000
4,FLUSHING-NORTH,0,0,0,-,-,1969,220000
2,RIVERDALE,0,0,0,-,-,1964,220000
2,WILLIAMSBRIDGE,2,0,2,1335,1566,1901,220000
3,FLATBUSH-CENTRAL,0,0,0,-,-,1931,220000
5,NEW BRIGHTON,0,0,0,-,-,1960,220000
3,KENSINGTON,0,0,0,-,-,1963,219000
3,BEDFORD STUYVESANT,2,0,2,2000,2700,1899,218500
4,QUEENS VILLAGE,0,0,0,-,-,1951,218000
5,GRANT CITY,1,0,1,-,-,1961,217500
5,CLOVE LAKES,1,0,1,7530,1136,1945,217055
4,FLUSHING-SOUTH,1,0,1,-,-,2015,216200
1,MIDTOWN WEST,0,2,2,7532,112850,2007,215640
4,FOREST HILLS,0,0,0,-,-,1966,215000
4,FLUSHING-SOUTH,0,0,0,-,-,1950,215000
4,HAMMELS,1,0,1,2000,912,1930,215000
4,KEW GARDENS,0,0,0,-,-,1928,215000
4,ROCKAWAY PARK,0,0,0,-,-,1963,215000
4,JAMAICA,0,0,0,-,-,1961,214134
1,MANHATTAN VALLEY,0,0,0,-,-,1900,213200
4,JAMAICA,2,0,2,2400,1944,1925,212500
3,EAST NEW YORK,2,0,2,2130,1130,1910,212000
3,EAST NEW YORK,2,0,2,1800,1080,1910,210500
4,BAYSIDE,0,0,0,-,-,1960,210000
4,FLUSHING-SOUTH,0,0,0,-,-,1951,210000
3,FLATBUSH-EAST,3,0,3,2600,3420,2005,210000
3,OCEAN PARKWAY-NORTH,0,0,0,-,-,1956,210000
3,SHEEPSHEAD BAY,0,0,0,-,-,1960,210000
3,EAST NEW YORK,2,0,2,1800,1140,1910,210000
4,HOWARD BEACH,0,0,0,-,-,1963,210000
4,GLENDALE,0,0,0,-,-,1955,210000
4,HOLLIS,2,0,2,1600,1600,1925,210000
3,CANARSIE,2,0,2,2200,1766,1935,210000
4,OAKLAND GARDENS,0,0,0,-,-,1949,208500
4,DOUGLASTON,0,0,0,-,-,1953,206000
4,KEW GARDENS,0,0,0,-,-,1954,206000
4,SPRINGFIELD GARDENS,2,0,2,2500,1812,2005,205000
2,BRONXDALE,1,0,1,-,-,1957,205000
4,FOREST HILLS,0,0,0,-,-,1965,205000
4,LAURELTON,1,0,1,5900,756,1950,204500
4,FLUSHING-NORTH,4,0,4,1192,2392,1920,201746
4,BAYSIDE,0,0,0,-,-,1952,200000
5,SILVER LAKE,0,0,0,23930,-,1930,200000
3,OCEAN PARKWAY-SOUTH,0,0,0,-,-,1953,200000
4,BRIARWOOD,0,0,0,-,-,1956,200000
3,BRIGHTON BEACH,0,0,0,-,-,1929,200000
5,PORT RICHMOND,1,0,1,2314,1168,1920,200000
4,SOUTH OZONE PARK,1,0,1,3072,1298,1930,200000
2,RIVERDALE,0,0,0,-,-,1969,200000
3,SHEEPSHEAD BAY,0,0,0,-,-,1961,200000
2,BAYCHESTER,0,1,1,3600,2100,1981,200000
3,MIDWOOD,0,0,0,-,-,1963,199000
4,FLUSHING-SOUTH,0,0,0,-,-,1951,198000
3,BRIGHTON BEACH,0,0,0,-,-,1956,197519
3,GERRITSEN BEACH,1,0,1,1433,1140,1955,195000
4,REGO PARK,0,0,0,-,-,1947,195000
4,WOODSIDE,0,0,0,-,-,1963,195000
4,OAKLAND GARDENS,0,0,0,-,-,1948,195000
4,KEW GARDENS,0,0,0,-,-,1942,194500
4,CORONA,0,0,0,-,-,1968,193000
2,RIVERDALE,0,0,0,-,-,1962,193000
4,FLUSHING-SOUTH,1,0,1,-,-,2015,191681
4,JACKSON HEIGHTS,0,0,0,-,-,1953,190000
3,SHEEPSHEAD BAY,0,0,0,-,-,1959,190000
4,WHITESTONE,0,0,0,-,-,1951,190000
5,ROSEBANK,0,0,0,-,-,1974,190000
4,FOREST HILLS,0,0,0,-,-,1937,190000
3,SHEEPSHEAD BAY,0,0,0,-,-,1961,190000
4,FLUSHING-SOUTH,0,0,0,-,-,1951,190000
4,FLUSHING-SOUTH,0,0,0,-,-,1937,190000
3,FLATBUSH-EAST,0,0,0,-,-,1959,189000
4,FLUSHING-SOUTH,0,0,0,-,-,1937,189000
4,FLUSHING-NORTH,0,0,0,-,-,1957,189000
3,EAST NEW YORK,2,0,2,1800,1512,1899,189000
4,HAMMELS,1,0,1,-,-,2005,188900
4,QUEENS VILLAGE,0,0,0,-,-,1951,188750
3,CANARSIE,1,0,1,-,-,-,188000
4,FOREST HILLS,0,0,0,-,-,1955,186000
4,RICHMOND HILL,1,0,1,1980,704,1920,185000
2,RIVERDALE,0,0,0,-,-,1962,185000
4,REGO PARK,0,0,0,-,-,1960,185000
2,PARKCHESTER,1,0,1,-,-,-,185000
4,FLORAL PARK,0,0,0,-,-,1950,184000
5,LIVINGSTON,0,0,0,-,-,1947,182000
2,PARKCHESTER,1,0,1,-,-,-,181000
3,BROWNSVILLE,1,0,1,1800,1116,1985,181000
4,ASTORIA,6,0,6,4061,4200,1938,180000
4,WOODSIDE,0,0,0,-,-,1951,180000
4,WHITESTONE,0,0,0,-,-,1951,180000
4,OAKLAND GARDENS,0,0,0,-,-,1965,180000
4,FLUSHING-NORTH,0,0,0,-,-,1959,180000
4,JACKSON HEIGHTS,0,0,0,-,-,1958,180000
3,EAST NEW YORK,0,0,0,3420,3420,1930,180000
4,FLUSHING-NORTH,0,0,1,-,-,-,180000
4,FLUSHING-SOUTH,0,0,0,-,-,1937,180000
3,FLATBUSH-CENTRAL,0,0,0,-,-,1940,179000
3,CANARSIE,1,0,1,-,-,-,178500
1,SOHO,0,0,0,-,-,1915,178210
4,KEW GARDENS,0,0,0,-,-,1960,178000
4,MIDDLE VILLAGE,0,0,0,-,-,1963,178000
3,SHEEPSHEAD BAY,0,0,0,-,-,1955,178000
4,GLENDALE,0,0,0,-,-,1955,176000
4,FLUSHING-NORTH,0,0,0,-,-,1954,175000
2,RIVERDALE,0,0,0,-,-,1939,175000
4,REGO PARK,0,0,0,-,-,1955,175000
2,BRONXDALE,1,0,1,1800,1370,1960,175000
4,FLUSHING-SOUTH,0,0,0,-,-,1950,175000
4,FOREST HILLS,0,0,0,-,-,1920,175000
3,FLATBUSH-EAST,2,0,2,2000,1920,1920,175000
4,FLUSHING-SOUTH,0,0,0,-,-,1951,175000
3,BAY RIDGE,0,0,0,-,-,1932,175000
4,ELMHURST,0,0,0,-,-,1966,175000
4,CORONA,0,0,0,-,-,1965,173500
4,REGO PARK,0,0,0,-,-,1960,171250
3,SHEEPSHEAD BAY,0,0,0,-,-,1956,170000
3,DOWNTOWN-METROTECH,0,0,0,-,-,1902,170000
4,OAKLAND GARDENS,0,0,0,-,-,1965,170000
4,OAKLAND GARDENS,0,0,0,-,-,1949,170000
3,FLATBUSH-CENTRAL,0,0,0,-,-,1940,170000
4,FAR ROCKAWAY,2,0,2,2450,630,1910,170000
2,RIVERDALE,1,0,1,4914,1286,1950,170000
2,BAYCHESTER,1,0,1,2798,1782,1950,170000
3,FLATBUSH-EAST,0,0,0,-,-,1963,169000
2,KINGSBRIDGE/JEROME PARK,0,0,0,-,-,1962,168765
3,MARINE PARK,0,0,0,-,-,1951,168000
4,FLUSHING-NORTH,0,0,0,-,-,1952,168000
4,FLUSHING-NORTH,0,0,0,-,-,1954,166000
3,BROWNSVILLE,2,0,2,2450,2240,1899,165100
4,FRESH MEADOWS,0,0,0,-,-,1952,165000
4,FLUSHING-NORTH,0,0,0,-,-,1959,165000
4,LITTLE NECK,0,0,0,-,-,1952,165000
4,ST. ALBANS,2,0,2,4000,1764,1935,165000
4,ASTORIA,1,0,1,2000,1304,1920,163750
4,QUEENS VILLAGE,0,0,0,-,-,1951,162000
5,WOODROW,1,0,1,1111,1050,1990,162000
2,THROGS NECK,1,0,1,2400,780,1915,161725
5,GRYMES HILL,0,0,0,-,-,1951,160000
4,FAR ROCKAWAY,2,0,2,1841,1400,1931,160000
4,HOWARD BEACH,0,0,0,-,-,1963,160000
4,ST. ALBANS,1,0,1,6000,1404,1920,160000
3,SHEEPSHEAD BAY,1,0,1,847,595,1925,160000
2,BEDFORD PARK/NORWOOD,0,0,0,-,-,1937,160000
4,JAMAICA ESTATES,0,0,0,-,-,1939,160000
4,REGO PARK,0,0,0,-,-,1960,160000
4,REGO PARK,0,0,0,-,-,1963,159500
4,FOREST HILLS,0,0,0,-,-,1973,159000
4,BRIARWOOD,0,0,0,-,-,1958,158000
4,SOUTH JAMAICA,0,0,0,5000,-,-,157480
4,LITTLE NECK,0,0,0,-,-,1962,156500
4,FLUSHING-NORTH,0,0,0,-,-,1963,156000
4,QUEENS VILLAGE,0,0,0,-,-,1951,155000
4,FLUSHING-SOUTH,0,0,0,-,-,1952,155000
3,BAY RIDGE,0,0,0,-,-,1983,155000
2,COUNTRY CLUB,1,0,1,985,570,1940,155000
4,HOWARD BEACH,0,0,0,-,-,1958,155000
3,BAY RIDGE,0,0,0,-,-,1936,155000
4,SOUTH JAMAICA,0,0,0,1976,-,-,154258
4,WHITESTONE,0,0,0,-,-,1951,154000
3,BEDFORD STUYVESANT,1,0,1,1033,1395,1899,152000
3,FLATBUSH-EAST,2,0,2,1775,1938,1935,150000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1928,150000
3,WILLIAMSBURG-EAST,0,0,0,-,-,1928,150000
3,EAST NEW YORK,0,0,0,2500,-,-,150000
4,FAR ROCKAWAY,1,0,1,2676,1616,1920,150000
5,PRINCES BAY,2,0,2,2968,1800,2015,150000
1,MIDTOWN WEST,0,2,2,7532,112850,2007,149700
3,DOWNTOWN-FULTON MALL,3,1,4,2174,2898,1915,149000
5,GRANT CITY,1,0,1,2213,1314,2002,148000
4,ASTORIA,0,0,0,-,-,1932,147500
4,BRIARWOOD,0,0,0,-,-,1952,147000
4,BRIARWOOD,0,0,0,-,-,1952,146000
4,MASPETH,2,0,2,2090,1836,1963,145000
4,BAYSIDE,0,0,0,-,-,1950,145000
2,WOODLAWN,0,0,0,-,-,1955,143000
4,BAYSIDE,0,0,0,-,-,1950,143000
2,PARKCHESTER,1,0,1,-,-,-,142500
3,MARINE PARK,0,0,0,-,-,1953,142000
4,FOREST HILLS,0,0,0,-,-,1950,140822
3,OLD MILL BASIN,0,0,0,-,-,1955,140000
5,CONCORD-FOX HILLS,1,0,1,-,-,2008,140000
3,OCEAN PARKWAY-NORTH,0,0,0,-,-,1958,140000
1,UPPER WEST SIDE (59-79),0,0,1,-,-,-,139000
4,FOREST HILLS,0,0,0,-,-,1949,136000
4,SOUTH OZONE PARK,1,0,1,-,-,1927,135500
4,FAR ROCKAWAY,2,0,2,3120,3388,1965,135000
4,JAMAICA HILLS,0,0,0,-,-,1955,135000
4,HOWARD BEACH,0,0,0,-,-,1963,135000
4,GLEN OAKS,0,0,0,-,-,1948,133000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1957,132000
4,JACKSON HEIGHTS,0,0,0,-,-,1959,130000
3,DOWNTOWN-FULTON FERRY,0,0,1,-,-,2010,128808
4,FAR ROCKAWAY,0,0,0,-,-,1955,128000
5,WEST NEW BRIGHTON,0,0,0,-,-,1950,127000
4,SOUTH OZONE PARK,1,0,1,2075,854,1925,125000
3,MARINE PARK,0,0,0,-,-,1953,125000
2,PARKCHESTER,1,0,1,-,-,-,123000
2,PELHAM PARKWAY SOUTH,0,0,0,-,-,1930,122000
4,JAMAICA,0,0,0,-,-,1961,122000
5,CLOVE LAKES,0,0,0,-,-,1966,120000
2,RIVERDALE,0,0,0,-,-,1959,120000
2,RIVERDALE,0,0,0,-,-,1961,118000
4,CORONA,0,0,0,-,-,1968,117624
2,PARKCHESTER,1,0,1,-,-,-,117500
4,ASTORIA,0,0,0,-,-,1930,117000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1927,115000
2,MELROSE/CONCOURSE,0,0,0,-,-,1954,115000
4,HOLLISWOOD,0,0,0,-,-,1953,115000
4,LAURELTON,0,0,0,-,-,1950,115000
2,KINGSBRIDGE/JEROME PARK,0,0,0,-,-,1955,115000
4,FAR ROCKAWAY,0,0,0,4335,-,-,112007
5,CLOVE LAKES,0,0,0,-,-,1967,112000
2,PARKCHESTER,1,0,1,-,-,-,112000
2,KINGSBRIDGE HTS/UNIV HTS,0,0,0,-,-,1950,110000
3,MADISON,0,0,0,-,-,1963,110000
4,ARVERNE,2,0,2,4000,2081,1950,110000
3,GREENPOINT,0,1,1,-,-,2007,110000
2,PARKCHESTER,1,0,1,-,-,-,110000
4,CORONA,0,0,0,-,-,1961,109000
2,PELHAM PARKWAY SOUTH,0,0,0,-,-,1931,108000
5,PORT RICHMOND,2,0,2,1900,1368,1935,107000
4,SO. JAMAICA-BAISLEY PARK,1,0,1,2000,1232,1930,105000
4,JACKSON HEIGHTS,0,0,0,-,-,1917,105000
4,HOWARD BEACH,0,0,0,-,-,1958,105000
4,FLUSHING-SOUTH,0,0,0,-,-,1952,105000
1,CHELSEA,0,0,0,-,-,1960,101726
3,WINDSOR TERRACE,1,0,1,1800,1836,1925,100000
3,EAST NEW YORK,0,0,0,2500,-,-,100000
3,BAY RIDGE,3,1,4,1928,3300,1931,100000
2,MORRISANIA/LONGWOOD,5,0,5,2500,2000,1931,100000
